_id,FinancialYear,HBR,HBRQF,AdmissionType,AdmissionTypeQF,AgeGroup,AgeGroupQF,Sex,SexQF,Diagnosis,NumberOfDischarges,NumberOfDiscargesQF,CrudeRate,CrudeRateQF,EASR
15776,2012/13,S08000026,,Transfer,,All,d,Male,,Heart Failure,1,,8.49617672,,8.120649652
15777,2012/13,S08000026,,Transfer,,All,d,Female,,Angina,0,,0,,0
15778,2012/13,S08000026,,Transfer,,All,d,Female,,Coronary Heart Disease,23,,201.048951,,214.4651978
15779,2012/13,S08000026,,Transfer,,All,d,Female,,Heart Attack,12,,104.8951049,,108.5673763
15780,2012/13,S08000026,,Transfer,,All,d,Female,,Heart Failure,5,,43.70629371,,46.39776024
15781,2012/13,S08000026,,Transfer,,0-44 years,,All,d,Angina,0,,0,,0
15782,2012/13,S08000026,,Transfer,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,8.363201912
15783,2012/13,S08000026,,Transfer,,0-44 years,,All,d,Heart Attack,0,,0,,0
15784,2012/13,S08000026,,Transfer,,0-44 years,,All,d,Heart Failure,0,,0,,0
15785,2012/13,S08000026,,Transfer,,0-44 years,,Male,,Angina,0,,0,,0
15786,2012/13,S08000026,,Transfer,,0-44 years,,Male,,Coronary Heart Disease,,c,,c,16.72640382
15787,2012/13,S08000026,,Transfer,,0-44 years,,Male,,Heart Attack,0,,0,,0
15788,2012/13,S08000026,,Transfer,,0-44 years,,Male,,Heart Failure,0,,0,,0
15789,2012/13,S08000026,,Transfer,,0-44 years,,Female,,Angina,0,,0,,0
15790,2012/13,S08000026,,Transfer,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15791,2012/13,S08000026,,Transfer,,0-44 years,,Female,,Heart Attack,0,,0,,0
15792,2012/13,S08000026,,Transfer,,0-44 years,,Female,,Heart Failure,0,,0,,0
15793,2012/13,S08000026,,Transfer,,45-64 years,,All,d,Angina,,c,,c,62.43139511
15794,2012/13,S08000026,,Transfer,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,322.2968274
15795,2012/13,S08000026,,Transfer,,45-64 years,,All,d,Heart Attack,,c,,c,202.4754198
15796,2012/13,S08000026,,Transfer,,45-64 years,,All,d,Heart Failure,,c,,c,63.76041753
15797,2012/13,S08000026,,Transfer,,45-64 years,,Male,,Angina,,c,,c,124.8627902
15798,2012/13,S08000026,,Transfer,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,484.3838871
15799,2012/13,S08000026,,Transfer,,45-64 years,,Male,,Heart Attack,,c,,c,276.4075188
15800,2012/13,S08000026,,Transfer,,45-64 years,,Male,,Heart Failure,,c,,c,30.64396095
15801,2012/13,S08000026,,Transfer,,45-64 years,,Female,,Angina,0,,0,,0
15802,2012/13,S08000026,,Transfer,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,160.2097676
15803,2012/13,S08000026,,Transfer,,45-64 years,,Female,,Heart Attack,,c,,c,128.5433209
15804,2012/13,S08000026,,Transfer,,45-64 years,,Female,,Heart Failure,,c,,c,96.87687411
15805,2012/13,S08000026,,Transfer,,65-74 years,,All,d,Angina,,c,,c,99.62143853
15806,2012/13,S08000026,,Transfer,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,1067.725987
15807,2012/13,S08000026,,Transfer,,65-74 years,,All,d,Heart Attack,,c,,c,305.6389724
15808,2012/13,S08000026,,Transfer,,65-74 years,,All,d,Heart Failure,0,,0,,0
15809,2012/13,S08000026,,Transfer,,65-74 years,,Male,,Angina,,c,,c,199.2428771
15810,2012/13,S08000026,,Transfer,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1127.346041
15811,2012/13,S08000026,,Transfer,,65-74 years,,Male,,Heart Attack,,c,,c,353.0782732
15812,2012/13,S08000026,,Transfer,,65-74 years,,Male,,Heart Failure,0,,0,,0
15813,2012/13,S08000026,,Transfer,,65-74 years,,Female,,Angina,0,,0,,0
15814,2012/13,S08000026,,Transfer,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,1008.105933
15815,2012/13,S08000026,,Transfer,,65-74 years,,Female,,Heart Attack,,c,,c,258.1996717
15816,2012/13,S08000026,,Transfer,,65-74 years,,Female,,Heart Failure,0,,0,,0
15817,2012/13,S08000026,,Transfer,,under75 years,d,All,d,Angina,,c,,c,29.67535247
15818,2012/13,S08000026,,Transfer,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,222.017601
15819,2012/13,S08000026,,Transfer,,under75 years,d,All,d,Heart Attack,,c,,c,94.22865754
15820,2012/13,S08000026,,Transfer,,under75 years,d,All,d,Heart Failure,,c,,c,18.56759412
15821,2012/13,S08000026,,Transfer,,under75 years,d,Male,,Angina,,c,,c,59.35070495
15822,2012/13,S08000026,,Transfer,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,281.0607939
15823,2012/13,S08000026,,Transfer,,under75 years,d,Male,,Heart Attack,,c,,c,121.2321002
15824,2012/13,S08000026,,Transfer,,under75 years,d,Male,,Heart Failure,,c,,c,8.923790826
15825,2012/13,S08000026,,Transfer,,under75 years,d,Female,,Angina,0,,0,,0
15826,2012/13,S08000026,,Transfer,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,162.9744082
15827,2012/13,S08000026,,Transfer,,under75 years,d,Female,,Heart Attack,,c,,c,67.2252149
15828,2012/13,S08000026,,Transfer,,under75 years,d,Female,,Heart Failure,,c,,c,28.2113974
15829,2012/13,S08000026,,Transfer,,75plus years,,All,d,Angina,0,,0,,0
15830,2012/13,S08000026,,Transfer,,75plus years,,All,d,Coronary Heart Disease,,c,,c,641.9718387
15831,2012/13,S08000026,,Transfer,,75plus years,,All,d,Heart Attack,,c,,c,537.715974
15832,2012/13,S08000026,,Transfer,,75plus years,,All,d,Heart Failure,,c,,c,115.1410478
15833,2012/13,S08000026,,Transfer,,75plus years,,Male,,Angina,0,,0,,0
15834,2012/13,S08000026,,Transfer,,75plus years,,Male,,Coronary Heart Disease,,c,,c,548.8493843
15835,2012/13,S08000026,,Transfer,,75plus years,,Male,,Heart Attack,,c,,c,548.8493843
15836,2012/13,S08000026,,Transfer,,75plus years,,Male,,Heart Failure,0,,0,,0
15837,2012/13,S08000026,,Transfer,,75plus years,,Female,,Angina,0,,0,,0
15838,2012/13,S08000026,,Transfer,,75plus years,,Female,,Coronary Heart Disease,,c,,c,735.094293
15839,2012/13,S08000026,,Transfer,,75plus years,,Female,,Heart Attack,,c,,c,526.5825636
15840,2012/13,S08000026,,Transfer,,75plus years,,Female,,Heart Failure,,c,,c,230.2820956
15841,2012/13,S08000028,,All,d,All,d,All,d,Angina,30,,108.8534107,,97.93085295
15842,2012/13,S08000028,,All,d,All,d,All,d,Coronary Heart Disease,340,,1233.671988,,1114.736848
15843,2012/13,S08000028,,All,d,All,d,All,d,Heart Attack,183,,664.0058055,,598.617658
15844,2012/13,S08000028,,All,d,All,d,All,d,Heart Failure,54,,195.9361393,,186.2853472
15845,2012/13,S08000028,,All,d,All,d,Male,,Angina,23,,169.0430692,,158.4906698
15846,2012/13,S08000028,,All,d,All,d,Male,,Coronary Heart Disease,248,,1822.725268,,1696.329089
15847,2012/13,S08000028,,All,d,All,d,Male,,Heart Attack,127,,933.4117301,,876.5380464
15848,2012/13,S08000028,,All,d,All,d,Male,,Heart Failure,36,,264.5891518,,278.9002156
15849,2012/13,S08000028,,All,d,All,d,Female,,Angina,7,,50.16482729,,37.3710361
15850,2012/13,S08000028,,All,d,All,d,Female,,Coronary Heart Disease,92,,659.3091587,,533.1446065
15851,2012/13,S08000028,,All,d,All,d,Female,,Heart Attack,56,,401.3186183,,320.6972696
15852,2012/13,S08000028,,All,d,All,d,Female,,Heart Failure,18,,128.9952702,,93.67047876
15853,2012/13,S08000028,,All,d,0-44 years,,All,d,Angina,,c,,c,6.379410907
15854,2012/13,S08000028,,All,d,0-44 years,,All,d,Coronary Heart Disease,,c,,c,44.65587635
15855,2012/13,S08000028,,All,d,0-44 years,,All,d,Heart Attack,,c,,c,38.27646544
15856,2012/13,S08000028,,All,d,0-44 years,,All,d,Heart Failure,0,,0,,0
15857,2012/13,S08000028,,All,d,0-44 years,,Male,,Angina,,c,,c,12.75882181
15858,2012/13,S08000028,,All,d,0-44 years,,Male,,Coronary Heart Disease,,c,,c,89.3117527
15859,2012/13,S08000028,,All,d,0-44 years,,Male,,Heart Attack,,c,,c,76.55293088
15860,2012/13,S08000028,,All,d,0-44 years,,Male,,Heart Failure,0,,0,,0
15861,2012/13,S08000028,,All,d,0-44 years,,Female,,Angina,0,,0,,0
15862,2012/13,S08000028,,All,d,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15863,2012/13,S08000028,,All,d,0-44 years,,Female,,Heart Attack,0,,0,,0
15864,2012/13,S08000028,,All,d,0-44 years,,Female,,Heart Failure,0,,0,,0
15865,2012/13,S08000028,,All,d,45-64 years,,All,d,Angina,,c,,c,169.0970259
15866,2012/13,S08000028,,All,d,45-64 years,,All,d,Coronary Heart Disease,,c,,c,1203.433269
15867,2012/13,S08000028,,All,d,45-64 years,,All,d,Heart Attack,,c,,c,686.4713651
15868,2012/13,S08000028,,All,d,45-64 years,,All,d,Heart Failure,,c,,c,50.10983212
15869,2012/13,S08000028,,All,d,45-64 years,,Male,,Angina,,c,,c,264.4980441
15870,2012/13,S08000028,,All,d,45-64 years,,Male,,Coronary Heart Disease,,c,,c,1838.146439
15871,2012/13,S08000028,,All,d,45-64 years,,Male,,Heart Attack,,c,,c,1018.054836
15872,2012/13,S08000028,,All,d,45-64 years,,Male,,Heart Failure,,c,,c,74.01421351
15873,2012/13,S08000028,,All,d,45-64 years,,Female,,Angina,,c,,c,73.6960077
15874,2012/13,S08000028,,All,d,45-64 years,,Female,,Coronary Heart Disease,,c,,c,568.7200999
15875,2012/13,S08000028,,All,d,45-64 years,,Female,,Heart Attack,,c,,c,354.8878939
15876,2012/13,S08000028,,All,d,45-64 years,,Female,,Heart Failure,,c,,c,26.20545073
15877,2012/13,S08000028,,All,d,65-74 years,,All,d,Angina,,c,,c,197.044335
15878,2012/13,S08000028,,All,d,65-74 years,,All,d,Coronary Heart Disease,,c,,c,3624.146526
15879,2012/13,S08000028,,All,d,65-74 years,,All,d,Heart Attack,,c,,c,1235.20222
15880,2012/13,S08000028,,All,d,65-74 years,,All,d,Heart Failure,,c,,c,374.7866532
15881,2012/13,S08000028,,All,d,65-74 years,,Male,,Angina,,c,,c,394.08867
15882,2012/13,S08000028,,All,d,65-74 years,,Male,,Coronary Heart Disease,,c,,c,5415.15817
15883,2012/13,S08000028,,All,d,65-74 years,,Male,,Heart Attack,,c,,c,1714.443983
15884,2012/13,S08000028,,All,d,65-74 years,,Male,,Heart Failure,,c,,c,631.8871545
15885,2012/13,S08000028,,All,d,65-74 years,,Female,,Angina,0,,0,,0
15886,2012/13,S08000028,,All,d,65-74 years,,Female,,Coronary Heart Disease,,c,,c,1833.134882
15887,2012/13,S08000028,,All,d,65-74 years,,Female,,Heart Attack,,c,,c,755.9604575
15888,2012/13,S08000028,,All,d,65-74 years,,Female,,Heart Failure,,c,,c,117.6861518
15889,2012/13,S08000028,,All,d,under75 years,d,All,d,Angina,,c,,c,75.76400981
15890,2012/13,S08000028,,All,d,under75 years,d,All,d,Coronary Heart Disease,,c,,c,795.1201922
15891,2012/13,S08000028,,All,d,under75 years,d,All,d,Heart Attack,,c,,c,365.1433365
15892,2012/13,S08000028,,All,d,under75 years,d,All,d,Heart Failure,,c,,c,57.83703747
15893,2012/13,S08000028,,All,d,under75 years,d,Male,,Angina,,c,,c,130.0670943
15894,2012/13,S08000028,,All,d,under75 years,d,Male,,Coronary Heart Disease,,c,,c,1213.108528
15895,2012/13,S08000028,,All,d,under75 years,d,Male,,Heart Attack,,c,,c,539.7139918
15896,2012/13,S08000028,,All,d,under75 years,d,Male,,Heart Failure,,c,,c,94.46364594
15897,2012/13,S08000028,,All,d,under75 years,d,Female,,Angina,,c,,c,21.46092532
15898,2012/13,S08000028,,All,d,under75 years,d,Female,,Coronary Heart Disease,,c,,c,377.1318562
15899,2012/13,S08000028,,All,d,under75 years,d,Female,,Heart Attack,,c,,c,190.5726812
15900,2012/13,S08000028,,All,d,under75 years,d,Female,,Heart Failure,,c,,c,21.21042899
15901,2012/13,S08000028,,All,d,75plus years,,All,d,Angina,,c,,c,322.0622669
15902,2012/13,S08000028,,All,d,75plus years,,All,d,Coronary Heart Disease,,c,,c,4346.416365
15903,2012/13,S08000028,,All,d,75plus years,,All,d,Heart Attack,,c,,c,2959.302464
15904,2012/13,S08000028,,All,d,75plus years,,All,d,Heart Failure,,c,,c,1485.040479
15905,2012/13,S08000028,,All,d,75plus years,,Male,,Angina,,c,,c,445.8845997
15906,2012/13,S08000028,,All,d,75plus years,,Male,,Coronary Heart Disease,,c,,c,6582.22587
15907,2012/13,S08000028,,All,d,75plus years,,Male,,Heart Attack,,c,,c,4282.203488
15908,2012/13,S08000028,,All,d,75plus years,,Male,,Heart Failure,,c,,c,2143.758865
15909,2012/13,S08000028,,All,d,75plus years,,Female,,Angina,,c,,c,198.239934
15910,2012/13,S08000028,,All,d,75plus years,,Female,,Coronary Heart Disease,,c,,c,2110.60686
15911,2012/13,S08000028,,All,d,75plus years,,Female,,Heart Attack,,c,,c,1636.401441
15912,2012/13,S08000028,,All,d,75plus years,,Female,,Heart Failure,,c,,c,826.3220931
15913,2012/13,S08000028,,Elective,,All,d,All,d,Angina,0,,0,,0
15914,2012/13,S08000028,,Elective,,All,d,All,d,Coronary Heart Disease,57,,206.8214804,,186.6796541
15915,2012/13,S08000028,,Elective,,All,d,All,d,Heart Attack,1,,3.628447025,,3.012048193
15916,2012/13,S08000028,,Elective,,All,d,All,d,Heart Failure,3,,10.88534107,,9.995803449
15917,2012/13,S08000028,,Elective,,All,d,Male,,Angina,0,,0,,0
15918,2012/13,S08000028,,Elective,,All,d,Male,,Coronary Heart Disease,45,,330.7364398,,302.0129342
15919,2012/13,S08000028,,Elective,,All,d,Male,,Heart Attack,1,,7.349698662,,6.024096386
15920,2012/13,S08000028,,Elective,,All,d,Male,,Heart Failure,2,,14.69939732,,13.04716245
15921,2012/13,S08000028,,Elective,,All,d,Female,,Angina,0,,0,,0
15922,2012/13,S08000028,,Elective,,All,d,Female,,Coronary Heart Disease,12,,85.99684678,,71.34637411
15923,2012/13,S08000028,,Elective,,All,d,Female,,Heart Attack,0,,0,,0
15924,2012/13,S08000028,,Elective,,All,d,Female,,Heart Failure,1,,7.166403899,,6.944444444
15925,2012/13,S08000028,,Elective,,0-44 years,,All,d,Angina,0,,0,,0
15926,2012/13,S08000028,,Elective,,0-44 years,,All,d,Coronary Heart Disease,0,,0,,0
15927,2012/13,S08000028,,Elective,,0-44 years,,All,d,Heart Attack,0,,0,,0
15928,2012/13,S08000028,,Elective,,0-44 years,,All,d,Heart Failure,0,,0,,0
15929,2012/13,S08000028,,Elective,,0-44 years,,Male,,Angina,0,,0,,0
15930,2012/13,S08000028,,Elective,,0-44 years,,Male,,Coronary Heart Disease,0,,0,,0
15931,2012/13,S08000028,,Elective,,0-44 years,,Male,,Heart Attack,0,,0,,0
15932,2012/13,S08000028,,Elective,,0-44 years,,Male,,Heart Failure,0,,0,,0
15933,2012/13,S08000028,,Elective,,0-44 years,,Female,,Angina,0,,0,,0
15934,2012/13,S08000028,,Elective,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
15935,2012/13,S08000028,,Elective,,0-44 years,,Female,,Heart Attack,0,,0,,0
15936,2012/13,S08000028,,Elective,,0-44 years,,Female,,Heart Failure,0,,0,,0
15937,2012/13,S08000028,,Elective,,45-64 years,,All,d,Angina,0,,0,,0
15938,2012/13,S08000028,,Elective,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,152.892502
15939,2012/13,S08000028,,Elective,,45-64 years,,All,d,Heart Attack,0,,0,,0
15940,2012/13,S08000028,,Elective,,45-64 years,,All,d,Heart Failure,,c,,c,37.72001301
15941,2012/13,S08000028,,Elective,,45-64 years,,Male,,Angina,0,,0,,0
15942,2012/13,S08000028,,Elective,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,257.5332929
15943,2012/13,S08000028,,Elective,,45-64 years,,Male,,Heart Attack,0,,0,,0
15944,2012/13,S08000028,,Elective,,45-64 years,,Male,,Heart Failure,,c,,c,49.23457529
15945,2012/13,S08000028,,Elective,,45-64 years,,Female,,Angina,0,,0,,0
15946,2012/13,S08000028,,Elective,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,48.25171114
15947,2012/13,S08000028,,Elective,,45-64 years,,Female,,Heart Attack,0,,0,,0
15948,2012/13,S08000028,,Elective,,45-64 years,,Female,,Heart Failure,,c,,c,26.20545073
15949,2012/13,S08000028,,Elective,,65-74 years,,All,d,Angina,0,,0,,0
15950,2012/13,S08000028,,Elective,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,990.6876572
15951,2012/13,S08000028,,Elective,,65-74 years,,All,d,Heart Attack,,c,,c,28.68617326
15952,2012/13,S08000028,,Elective,,65-74 years,,All,d,Heart Failure,0,,0,,0
15953,2012/13,S08000028,,Elective,,65-74 years,,Male,,Angina,0,,0,,0
15954,2012/13,S08000028,,Elective,,65-74 years,,Male,,Coronary Heart Disease,,c,,c,1616.317487
15955,2012/13,S08000028,,Elective,,65-74 years,,Male,,Heart Attack,,c,,c,57.37234653
15956,2012/13,S08000028,,Elective,,65-74 years,,Male,,Heart Failure,0,,0,,0
15957,2012/13,S08000028,,Elective,,65-74 years,,Female,,Angina,0,,0,,0
15958,2012/13,S08000028,,Elective,,65-74 years,,Female,,Coronary Heart Disease,,c,,c,365.0578277
15959,2012/13,S08000028,,Elective,,65-74 years,,Female,,Heart Attack,0,,0,,0
15960,2012/13,S08000028,,Elective,,65-74 years,,Female,,Heart Failure,0,,0,,0
15961,2012/13,S08000028,,Elective,,under75 years,d,All,d,Angina,0,,0,,0
15962,2012/13,S08000028,,Elective,,under75 years,d,All,d,Coronary Heart Disease,,c,,c,158.833755
15963,2012/13,S08000028,,Elective,,under75 years,d,All,d,Heart Attack,,c,,c,3.309943069
15964,2012/13,S08000028,,Elective,,under75 years,d,All,d,Heart Failure,,c,,c,10.98439939
15965,2012/13,S08000028,,Elective,,under75 years,d,Male,,Angina,0,,0,,0
15966,2012/13,S08000028,,Elective,,under75 years,d,Male,,Coronary Heart Disease,,c,,c,261.4941305
15967,2012/13,S08000028,,Elective,,under75 years,d,Male,,Heart Attack,,c,,c,6.619886138
15968,2012/13,S08000028,,Elective,,under75 years,d,Male,,Heart Failure,,c,,c,14.33754116
15969,2012/13,S08000028,,Elective,,under75 years,d,Female,,Angina,0,,0,,0
15970,2012/13,S08000028,,Elective,,under75 years,d,Female,,Coronary Heart Disease,,c,,c,56.17337952
15971,2012/13,S08000028,,Elective,,under75 years,d,Female,,Heart Attack,0,,0,,0
15972,2012/13,S08000028,,Elective,,under75 years,d,Female,,Heart Failure,,c,,c,7.631257631
15973,2012/13,S08000028,,Elective,,75plus years,,All,d,Angina,0,,0,,0
15974,2012/13,S08000028,,Elective,,75plus years,,All,d,Coronary Heart Disease,,c,,c,468.2326345
15975,2012/13,S08000028,,Elective,,75plus years,,All,d,Heart Attack,0,,0,,0
15976,2012/13,S08000028,,Elective,,75plus years,,All,d,Heart Failure,0,,0,,0
15977,2012/13,S08000028,,Elective,,75plus years,,Male,,Angina,0,,0,,0
15978,2012/13,S08000028,,Elective,,75plus years,,Male,,Coronary Heart Disease,,c,,c,711.7030607
15979,2012/13,S08000028,,Elective,,75plus years,,Male,,Heart Attack,0,,0,,0
15980,2012/13,S08000028,,Elective,,75plus years,,Male,,Heart Failure,0,,0,,0
15981,2012/13,S08000028,,Elective,,75plus years,,Female,,Angina,0,,0,,0
15982,2012/13,S08000028,,Elective,,75plus years,,Female,,Coronary Heart Disease,,c,,c,224.7622083
15983,2012/13,S08000028,,Elective,,75plus years,,Female,,Heart Attack,0,,0,,0
15984,2012/13,S08000028,,Elective,,75plus years,,Female,,Heart Failure,0,,0,,0
15985,2012/13,S08000028,,Emergency,,All,d,All,d,Angina,22,,79.82583454,,70.04227487
15986,2012/13,S08000028,,Emergency,,All,d,All,d,Coronary Heart Disease,114,,413.6429608,,372.5959739
15987,2012/13,S08000028,,Emergency,,All,d,All,d,Heart Attack,84,,304.7895501,,276.1158488
15988,2012/13,S08000028,,Emergency,,All,d,All,d,Heart Failure,29,,105.2249637,,98.90513943
15989,2012/13,S08000028,,Emergency,,All,d,Male,,Angina,15,,110.2454799,,102.7135136
15990,2012/13,S08000028,,Emergency,,All,d,Male,,Coronary Heart Disease,78,,573.2764957,,540.8569647
15991,2012/13,S08000028,,Emergency,,All,d,Male,,Heart Attack,57,,418.9328238,,396.9735491
15992,2012/13,S08000028,,Emergency,,All,d,Male,,Heart Failure,18,,132.2945759,,140.9486215
15993,2012/13,S08000028,,Emergency,,All,d,Female,,Angina,7,,50.16482729,,37.3710361
15994,2012/13,S08000028,,Emergency,,All,d,Female,,Coronary Heart Disease,36,,257.9905403,,204.334983
15995,2012/13,S08000028,,Emergency,,All,d,Female,,Heart Attack,27,,193.4929053,,155.2581485
15996,2012/13,S08000028,,Emergency,,All,d,Female,,Heart Failure,11,,78.83044288,,56.86165733
15997,2012/13,S08000028,,Emergency,,0-44 years,,All,d,Angina,,c,,c,6.379410907
15998,2012/13,S08000028,,Emergency,,0-44 years,,All,d,Coronary Heart Disease,,c,,c,25.51764363
15999,2012/13,S08000028,,Emergency,,0-44 years,,All,d,Heart Attack,,c,,c,19.13823272
16000,2012/13,S08000028,,Emergency,,0-44 years,,All,d,Heart Failure,0,,0,,0
16001,2012/13,S08000028,,Emergency,,0-44 years,,Male,,Angina,,c,,c,12.75882181
16002,2012/13,S08000028,,Emergency,,0-44 years,,Male,,Coronary Heart Disease,,c,,c,51.03528726
16003,2012/13,S08000028,,Emergency,,0-44 years,,Male,,Heart Attack,,c,,c,38.27646544
16004,2012/13,S08000028,,Emergency,,0-44 years,,Male,,Heart Failure,0,,0,,0
16005,2012/13,S08000028,,Emergency,,0-44 years,,Female,,Angina,0,,0,,0
16006,2012/13,S08000028,,Emergency,,0-44 years,,Female,,Coronary Heart Disease,0,,0,,0
16007,2012/13,S08000028,,Emergency,,0-44 years,,Female,,Heart Attack,0,,0,,0
16008,2012/13,S08000028,,Emergency,,0-44 years,,Female,,Heart Failure,0,,0,,0
16009,2012/13,S08000028,,Emergency,,45-64 years,,All,d,Angina,,c,,c,119.6537052
16010,2012/13,S08000028,,Emergency,,45-64 years,,All,d,Coronary Heart Disease,,c,,c,464.6184931
16011,2012/13,S08000028,,Emergency,,45-64 years,,All,d,Heart Attack,,c,,c,321.5518387
16012,2012/13,S08000028,,Emergency,,45-64 years,,All,d,Heart Failure,,c,,c,12.38981911
16013,2012/13,S08000028,,Emergency,,45-64 years,,Male,,Angina,,c,,c,165.6114026
16014,2012/13,S08000028,,Emergency,,45-64 years,,Male,,Coronary Heart Disease,,c,,c,645.4082181
16015,2012/13,S08000028,,Emergency,,45-64 years,,Male,,Heart Attack,,c,,c,455.0171773
16016,2012/13,S08000028,,Emergency,,45-64 years,,Male,,Heart Failure,,c,,c,24.77963822
16017,2012/13,S08000028,,Emergency,,45-64 years,,Female,,Angina,,c,,c,73.6960077
16018,2012/13,S08000028,,Emergency,,45-64 years,,Female,,Coronary Heart Disease,,c,,c,283.8287681
16019,2012/13,S08000028,,Emergency,,45-64 years,,Female,,Heart Attack,,c,,c,188.0865
16020,2012/13,S08000028,,Emergency,,45-64 years,,Female,,Heart Failure,0,,0,,0
16021,2012/13,S08000028,,Emergency,,65-74 years,,All,d,Angina,,c,,c,131.36289
16022,2012/13,S08000028,,Emergency,,65-74 years,,All,d,Coronary Heart Disease,,c,,c,883.4819837
16023,2012/13,S08000028,,Emergency,,65-74 years,,All,d,Heart Attack,,c,,c,596.9891366
16024,2012/13,S08000028,,Emergency,,65-74 years,,All,d,Heart Failure,,c,,c,285.338141
