"","year","ca","age_group","sex","diagnosis","number_of_deaths","crude_rate","LA_Name"
"7232",2013,"S12000005","75plus years","Male","Stroke",NA,NA,"Clackmannanshire"
"7233",2013,"S12000005","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Clackmannanshire"
"7234",2013,"S12000005","75plus years","Female","Cerebrovascular Disease",NA,NA,"Clackmannanshire"
"7235",2013,"S12000005","75plus years","Female","Stroke",NA,NA,"Clackmannanshire"
"7236",2013,"S12000005","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"Clackmannanshire"
"7237",2013,"S12000006","All","All","Cerebrovascular Disease",153,101.81,"Dumfries and Galloway"
"7238",2013,"S12000006","All","All","Stroke",95,63.22,"Dumfries and Galloway"
"7239",2013,"S12000006","All","All","Subarachnoid Haemorrhage",7,4.66,"Dumfries and Galloway"
"7240",2013,"S12000006","All","Male","Cerebrovascular Disease",64,87.7,"Dumfries and Galloway"
"7241",2013,"S12000006","All","Male","Stroke",35,47.96,"Dumfries and Galloway"
"7242",2013,"S12000006","All","Male","Subarachnoid Haemorrhage",4,5.48,"Dumfries and Galloway"
"7243",2013,"S12000006","All","Female","Cerebrovascular Disease",89,115.14,"Dumfries and Galloway"
"7244",2013,"S12000006","All","Female","Stroke",60,77.62,"Dumfries and Galloway"
"7245",2013,"S12000006","All","Female","Subarachnoid Haemorrhage",3,3.88,"Dumfries and Galloway"
"7246",2013,"S12000006","0-44 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7247",2013,"S12000006","0-44 years","All","Stroke",0,0,"Dumfries and Galloway"
"7248",2013,"S12000006","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7249",2013,"S12000006","0-44 years","Male","Cerebrovascular Disease",0,0,"Dumfries and Galloway"
"7250",2013,"S12000006","0-44 years","Male","Stroke",0,0,"Dumfries and Galloway"
"7251",2013,"S12000006","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"7252",2013,"S12000006","0-44 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7253",2013,"S12000006","0-44 years","Female","Stroke",0,0,"Dumfries and Galloway"
"7254",2013,"S12000006","0-44 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7255",2013,"S12000006","45-64 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7256",2013,"S12000006","45-64 years","All","Stroke",NA,NA,"Dumfries and Galloway"
"7257",2013,"S12000006","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7258",2013,"S12000006","45-64 years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7259",2013,"S12000006","45-64 years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"7260",2013,"S12000006","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7261",2013,"S12000006","45-64 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7262",2013,"S12000006","45-64 years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"7263",2013,"S12000006","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"7264",2013,"S12000006","65-74 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7265",2013,"S12000006","65-74 years","All","Stroke",NA,NA,"Dumfries and Galloway"
"7266",2013,"S12000006","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7267",2013,"S12000006","65-74 years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7268",2013,"S12000006","65-74 years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"7269",2013,"S12000006","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7270",2013,"S12000006","65-74 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7271",2013,"S12000006","65-74 years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"7272",2013,"S12000006","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7273",2013,"S12000006","under75 years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7274",2013,"S12000006","under75 years","All","Stroke",NA,NA,"Dumfries and Galloway"
"7275",2013,"S12000006","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7276",2013,"S12000006","under75 years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7277",2013,"S12000006","under75 years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"7278",2013,"S12000006","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7279",2013,"S12000006","under75 years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7280",2013,"S12000006","under75 years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"7281",2013,"S12000006","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"Dumfries and Galloway"
"7282",2013,"S12000006","75plus years","All","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7283",2013,"S12000006","75plus years","All","Stroke",NA,NA,"Dumfries and Galloway"
"7284",2013,"S12000006","75plus years","All","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"7285",2013,"S12000006","75plus years","Male","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7286",2013,"S12000006","75plus years","Male","Stroke",NA,NA,"Dumfries and Galloway"
"7287",2013,"S12000006","75plus years","Male","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"7288",2013,"S12000006","75plus years","Female","Cerebrovascular Disease",NA,NA,"Dumfries and Galloway"
"7289",2013,"S12000006","75plus years","Female","Stroke",NA,NA,"Dumfries and Galloway"
"7290",2013,"S12000006","75plus years","Female","Subarachnoid Haemorrhage",0,0,"Dumfries and Galloway"
"7291",2013,"S12000008","All","All","Cerebrovascular Disease",106,86.58,"East Ayrshire"
"7292",2013,"S12000008","All","All","Stroke",55,44.92,"East Ayrshire"
"7293",2013,"S12000008","All","All","Subarachnoid Haemorrhage",5,4.08,"East Ayrshire"
"7294",2013,"S12000008","All","Male","Cerebrovascular Disease",39,65.8,"East Ayrshire"
"7295",2013,"S12000008","All","Male","Stroke",21,35.43,"East Ayrshire"
"7296",2013,"S12000008","All","Male","Subarachnoid Haemorrhage",2,3.37,"East Ayrshire"
"7297",2013,"S12000008","All","Female","Cerebrovascular Disease",67,106.08,"East Ayrshire"
"7298",2013,"S12000008","All","Female","Stroke",34,53.83,"East Ayrshire"
"7299",2013,"S12000008","All","Female","Subarachnoid Haemorrhage",3,4.75,"East Ayrshire"
"7300",2013,"S12000008","0-44 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7301",2013,"S12000008","0-44 years","All","Stroke",NA,NA,"East Ayrshire"
"7302",2013,"S12000008","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7303",2013,"S12000008","0-44 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7304",2013,"S12000008","0-44 years","Male","Stroke",NA,NA,"East Ayrshire"
"7305",2013,"S12000008","0-44 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7306",2013,"S12000008","0-44 years","Female","Cerebrovascular Disease",0,0,"East Ayrshire"
"7307",2013,"S12000008","0-44 years","Female","Stroke",0,0,"East Ayrshire"
"7308",2013,"S12000008","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"7309",2013,"S12000008","45-64 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7310",2013,"S12000008","45-64 years","All","Stroke",NA,NA,"East Ayrshire"
"7311",2013,"S12000008","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7312",2013,"S12000008","45-64 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7313",2013,"S12000008","45-64 years","Male","Stroke",0,0,"East Ayrshire"
"7314",2013,"S12000008","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7315",2013,"S12000008","45-64 years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7316",2013,"S12000008","45-64 years","Female","Stroke",NA,NA,"East Ayrshire"
"7317",2013,"S12000008","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"7318",2013,"S12000008","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7319",2013,"S12000008","65-74 years","All","Stroke",NA,NA,"East Ayrshire"
"7320",2013,"S12000008","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7321",2013,"S12000008","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7322",2013,"S12000008","65-74 years","Male","Stroke",NA,NA,"East Ayrshire"
"7323",2013,"S12000008","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"7324",2013,"S12000008","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7325",2013,"S12000008","65-74 years","Female","Stroke",NA,NA,"East Ayrshire"
"7326",2013,"S12000008","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7327",2013,"S12000008","under75 years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7328",2013,"S12000008","under75 years","All","Stroke",NA,NA,"East Ayrshire"
"7329",2013,"S12000008","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7330",2013,"S12000008","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7331",2013,"S12000008","under75 years","Male","Stroke",NA,NA,"East Ayrshire"
"7332",2013,"S12000008","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7333",2013,"S12000008","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7334",2013,"S12000008","under75 years","Female","Stroke",NA,NA,"East Ayrshire"
"7335",2013,"S12000008","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7336",2013,"S12000008","75plus years","All","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7337",2013,"S12000008","75plus years","All","Stroke",NA,NA,"East Ayrshire"
"7338",2013,"S12000008","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7339",2013,"S12000008","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7340",2013,"S12000008","75plus years","Male","Stroke",NA,NA,"East Ayrshire"
"7341",2013,"S12000008","75plus years","Male","Subarachnoid Haemorrhage",0,0,"East Ayrshire"
"7342",2013,"S12000008","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Ayrshire"
"7343",2013,"S12000008","75plus years","Female","Stroke",NA,NA,"East Ayrshire"
"7344",2013,"S12000008","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"East Ayrshire"
"7345",2013,"S12000010","All","All","Cerebrovascular Disease",81,79.89,"East Lothian"
"7346",2013,"S12000010","All","All","Stroke",41,40.44,"East Lothian"
"7347",2013,"S12000010","All","All","Subarachnoid Haemorrhage",6,5.92,"East Lothian"
"7348",2013,"S12000010","All","Male","Cerebrovascular Disease",35,72.03,"East Lothian"
"7349",2013,"S12000010","All","Male","Stroke",16,32.93,"East Lothian"
"7350",2013,"S12000010","All","Male","Subarachnoid Haemorrhage",2,4.12,"East Lothian"
"7351",2013,"S12000010","All","Female","Cerebrovascular Disease",46,87.12,"East Lothian"
"7352",2013,"S12000010","All","Female","Stroke",25,47.35,"East Lothian"
"7353",2013,"S12000010","All","Female","Subarachnoid Haemorrhage",4,7.58,"East Lothian"
"7354",2013,"S12000010","0-44 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"7355",2013,"S12000010","0-44 years","All","Stroke",0,0,"East Lothian"
"7356",2013,"S12000010","0-44 years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7357",2013,"S12000010","0-44 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"7358",2013,"S12000010","0-44 years","Male","Stroke",0,0,"East Lothian"
"7359",2013,"S12000010","0-44 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7360",2013,"S12000010","0-44 years","Female","Cerebrovascular Disease",0,0,"East Lothian"
"7361",2013,"S12000010","0-44 years","Female","Stroke",0,0,"East Lothian"
"7362",2013,"S12000010","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"East Lothian"
"7363",2013,"S12000010","45-64 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"7364",2013,"S12000010","45-64 years","All","Stroke",NA,NA,"East Lothian"
"7365",2013,"S12000010","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7366",2013,"S12000010","45-64 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"7367",2013,"S12000010","45-64 years","Male","Stroke",NA,NA,"East Lothian"
"7368",2013,"S12000010","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7369",2013,"S12000010","45-64 years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"7370",2013,"S12000010","45-64 years","Female","Stroke",0,0,"East Lothian"
"7371",2013,"S12000010","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7372",2013,"S12000010","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"7373",2013,"S12000010","65-74 years","All","Stroke",NA,NA,"East Lothian"
"7374",2013,"S12000010","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7375",2013,"S12000010","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"7376",2013,"S12000010","65-74 years","Male","Stroke",NA,NA,"East Lothian"
"7377",2013,"S12000010","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"East Lothian"
"7378",2013,"S12000010","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"7379",2013,"S12000010","65-74 years","Female","Stroke",NA,NA,"East Lothian"
"7380",2013,"S12000010","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7381",2013,"S12000010","under75 years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"7382",2013,"S12000010","under75 years","All","Stroke",NA,NA,"East Lothian"
"7383",2013,"S12000010","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7384",2013,"S12000010","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"7385",2013,"S12000010","under75 years","Male","Stroke",NA,NA,"East Lothian"
"7386",2013,"S12000010","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7387",2013,"S12000010","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"7388",2013,"S12000010","under75 years","Female","Stroke",NA,NA,"East Lothian"
"7389",2013,"S12000010","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7390",2013,"S12000010","75plus years","All","Cerebrovascular Disease",NA,NA,"East Lothian"
"7391",2013,"S12000010","75plus years","All","Stroke",NA,NA,"East Lothian"
"7392",2013,"S12000010","75plus years","All","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7393",2013,"S12000010","75plus years","Male","Cerebrovascular Disease",NA,NA,"East Lothian"
"7394",2013,"S12000010","75plus years","Male","Stroke",NA,NA,"East Lothian"
"7395",2013,"S12000010","75plus years","Male","Subarachnoid Haemorrhage",0,0,"East Lothian"
"7396",2013,"S12000010","75plus years","Female","Cerebrovascular Disease",NA,NA,"East Lothian"
"7397",2013,"S12000010","75plus years","Female","Stroke",NA,NA,"East Lothian"
"7398",2013,"S12000010","75plus years","Female","Subarachnoid Haemorrhage",NA,NA,"East Lothian"
"7399",2013,"S12000011","All","All","Cerebrovascular Disease",86,93.96,"East Renfrewshire"
"7400",2013,"S12000011","All","All","Stroke",46,50.26,"East Renfrewshire"
"7401",2013,"S12000011","All","All","Subarachnoid Haemorrhage",4,4.37,"East Renfrewshire"
"7402",2013,"S12000011","All","Male","Cerebrovascular Disease",31,71.09,"East Renfrewshire"
"7403",2013,"S12000011","All","Male","Stroke",16,36.69,"East Renfrewshire"
"7404",2013,"S12000011","All","Male","Subarachnoid Haemorrhage",2,4.59,"East Renfrewshire"
"7405",2013,"S12000011","All","Female","Cerebrovascular Disease",55,114.77,"East Renfrewshire"
"7406",2013,"S12000011","All","Female","Stroke",30,62.6,"East Renfrewshire"
"7407",2013,"S12000011","All","Female","Subarachnoid Haemorrhage",2,4.17,"East Renfrewshire"
"7408",2013,"S12000011","0-44 years","All","Cerebrovascular Disease",0,0,"East Renfrewshire"
"7409",2013,"S12000011","0-44 years","All","Stroke",0,0,"East Renfrewshire"
"7410",2013,"S12000011","0-44 years","All","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"7411",2013,"S12000011","0-44 years","Male","Cerebrovascular Disease",0,0,"East Renfrewshire"
"7412",2013,"S12000011","0-44 years","Male","Stroke",0,0,"East Renfrewshire"
"7413",2013,"S12000011","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"7414",2013,"S12000011","0-44 years","Female","Cerebrovascular Disease",0,0,"East Renfrewshire"
"7415",2013,"S12000011","0-44 years","Female","Stroke",0,0,"East Renfrewshire"
"7416",2013,"S12000011","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"7417",2013,"S12000011","45-64 years","All","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7418",2013,"S12000011","45-64 years","All","Stroke",NA,NA,"East Renfrewshire"
"7419",2013,"S12000011","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"7420",2013,"S12000011","45-64 years","Male","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7421",2013,"S12000011","45-64 years","Male","Stroke",NA,NA,"East Renfrewshire"
"7422",2013,"S12000011","45-64 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"7423",2013,"S12000011","45-64 years","Female","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7424",2013,"S12000011","45-64 years","Female","Stroke",NA,NA,"East Renfrewshire"
"7425",2013,"S12000011","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"7426",2013,"S12000011","65-74 years","All","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7427",2013,"S12000011","65-74 years","All","Stroke",NA,NA,"East Renfrewshire"
"7428",2013,"S12000011","65-74 years","All","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"7429",2013,"S12000011","65-74 years","Male","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7430",2013,"S12000011","65-74 years","Male","Stroke",NA,NA,"East Renfrewshire"
"7431",2013,"S12000011","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"7432",2013,"S12000011","65-74 years","Female","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7433",2013,"S12000011","65-74 years","Female","Stroke",NA,NA,"East Renfrewshire"
"7434",2013,"S12000011","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"East Renfrewshire"
"7435",2013,"S12000011","under75 years","All","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7436",2013,"S12000011","under75 years","All","Stroke",NA,NA,"East Renfrewshire"
"7437",2013,"S12000011","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"7438",2013,"S12000011","under75 years","Male","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7439",2013,"S12000011","under75 years","Male","Stroke",NA,NA,"East Renfrewshire"
"7440",2013,"S12000011","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
"7441",2013,"S12000011","under75 years","Female","Cerebrovascular Disease",NA,NA,"East Renfrewshire"
"7442",2013,"S12000011","under75 years","Female","Stroke",NA,NA,"East Renfrewshire"
"7443",2013,"S12000011","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"East Renfrewshire"
