"","year","hbr","age_group","sex","diagnosis","number_of_deaths","crude_rate","HBName"
"3709",2013,"S08000024","under75 years","All","Cerebrovascular Disease",114,14.44526,"NHS Lothian"
"3710",2013,"S08000024","under75 years","All","Stroke",59,7.476058,"NHS Lothian"
"3711",2013,"S08000024","under75 years","All","Subarachnoid Haemorrhage",22,2.787682,"NHS Lothian"
"3712",2013,"S08000024","under75 years","Male","Cerebrovascular Disease",62,15.93367,"NHS Lothian"
"3713",2013,"S08000024","under75 years","Male","Stroke",34,8.737822,"NHS Lothian"
"3714",2013,"S08000024","under75 years","Male","Subarachnoid Haemorrhage",8,2.055958,"NHS Lothian"
"3715",2013,"S08000024","under75 years","Female","Cerebrovascular Disease",52,12.99763,"NHS Lothian"
"3716",2013,"S08000024","under75 years","Female","Stroke",25,6.24886,"NHS Lothian"
"3717",2013,"S08000024","under75 years","Female","Subarachnoid Haemorrhage",14,3.499361,"NHS Lothian"
"3718",2013,"S08000024","75plus years","All","Cerebrovascular Disease",448,740.08,"NHS Lothian"
"3719",2013,"S08000024","75plus years","All","Stroke",245,404.7312,"NHS Lothian"
"3720",2013,"S08000024","75plus years","All","Subarachnoid Haemorrhage",8,13.21571,"NHS Lothian"
"3721",2013,"S08000024","75plus years","Male","Cerebrovascular Disease",158,662.8907,"NHS Lothian"
"3722",2013,"S08000024","75plus years","Male","Stroke",79,331.4454,"NHS Lothian"
"3723",2013,"S08000024","75plus years","Male","Subarachnoid Haemorrhage",2,8.391022,"NHS Lothian"
"3724",2013,"S08000024","75plus years","Female","Cerebrovascular Disease",290,790.2123,"NHS Lothian"
"3725",2013,"S08000024","75plus years","Female","Stroke",166,452.3284,"NHS Lothian"
"3726",2013,"S08000024","75plus years","Female","Subarachnoid Haemorrhage",6,16.34922,"NHS Lothian"
"3727",2013,"S08000025","All","All","Cerebrovascular Disease",22,102.0408,"NHS Orkney"
"3728",2013,"S08000025","All","All","Stroke",13,60.29685,"NHS Orkney"
"3729",2013,"S08000025","All","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3730",2013,"S08000025","All","Male","Cerebrovascular Disease",11,102.5832,"NHS Orkney"
"3731",2013,"S08000025","All","Male","Stroke",7,65.28024,"NHS Orkney"
"3732",2013,"S08000025","All","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3733",2013,"S08000025","All","Female","Cerebrovascular Disease",11,101.5041,"NHS Orkney"
"3734",2013,"S08000025","All","Female","Stroke",6,55.36588,"NHS Orkney"
"3735",2013,"S08000025","All","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3736",2013,"S08000025","0-44 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3737",2013,"S08000025","0-44 years","All","Stroke",NA,NA,"NHS Orkney"
"3738",2013,"S08000025","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3739",2013,"S08000025","0-44 years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3740",2013,"S08000025","0-44 years","Male","Stroke",NA,NA,"NHS Orkney"
"3741",2013,"S08000025","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3742",2013,"S08000025","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Orkney"
"3743",2013,"S08000025","0-44 years","Female","Stroke",0,0,"NHS Orkney"
"3744",2013,"S08000025","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3745",2013,"S08000025","45-64 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3746",2013,"S08000025","45-64 years","All","Stroke",NA,NA,"NHS Orkney"
"3747",2013,"S08000025","45-64 years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3748",2013,"S08000025","45-64 years","Male","Cerebrovascular Disease",0,0,"NHS Orkney"
"3749",2013,"S08000025","45-64 years","Male","Stroke",0,0,"NHS Orkney"
"3750",2013,"S08000025","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3751",2013,"S08000025","45-64 years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3752",2013,"S08000025","45-64 years","Female","Stroke",NA,NA,"NHS Orkney"
"3753",2013,"S08000025","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3754",2013,"S08000025","65-74 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3755",2013,"S08000025","65-74 years","All","Stroke",NA,NA,"NHS Orkney"
"3756",2013,"S08000025","65-74 years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3757",2013,"S08000025","65-74 years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3758",2013,"S08000025","65-74 years","Male","Stroke",NA,NA,"NHS Orkney"
"3759",2013,"S08000025","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3760",2013,"S08000025","65-74 years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3761",2013,"S08000025","65-74 years","Female","Stroke",NA,NA,"NHS Orkney"
"3762",2013,"S08000025","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3763",2013,"S08000025","under75 years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3764",2013,"S08000025","under75 years","All","Stroke",NA,NA,"NHS Orkney"
"3765",2013,"S08000025","under75 years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3766",2013,"S08000025","under75 years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3767",2013,"S08000025","under75 years","Male","Stroke",NA,NA,"NHS Orkney"
"3768",2013,"S08000025","under75 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3769",2013,"S08000025","under75 years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3770",2013,"S08000025","under75 years","Female","Stroke",NA,NA,"NHS Orkney"
"3771",2013,"S08000025","under75 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3772",2013,"S08000025","75plus years","All","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3773",2013,"S08000025","75plus years","All","Stroke",NA,NA,"NHS Orkney"
"3774",2013,"S08000025","75plus years","All","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3775",2013,"S08000025","75plus years","Male","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3776",2013,"S08000025","75plus years","Male","Stroke",NA,NA,"NHS Orkney"
"3777",2013,"S08000025","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3778",2013,"S08000025","75plus years","Female","Cerebrovascular Disease",NA,NA,"NHS Orkney"
"3779",2013,"S08000025","75plus years","Female","Stroke",NA,NA,"NHS Orkney"
"3780",2013,"S08000025","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Orkney"
"3781",2013,"S08000026","All","All","Cerebrovascular Disease",19,81.89655,"NHS Shetland"
"3782",2013,"S08000026","All","All","Stroke",14,60.34483,"NHS Shetland"
"3783",2013,"S08000026","All","All","Subarachnoid Haemorrhage",1,4.310345,"NHS Shetland"
"3784",2013,"S08000026","All","Male","Cerebrovascular Disease",9,76.45909,"NHS Shetland"
"3785",2013,"S08000026","All","Male","Stroke",7,59.46818,"NHS Shetland"
"3786",2013,"S08000026","All","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3787",2013,"S08000026","All","Female","Cerebrovascular Disease",10,87.49672,"NHS Shetland"
"3788",2013,"S08000026","All","Female","Stroke",7,61.2477,"NHS Shetland"
"3789",2013,"S08000026","All","Female","Subarachnoid Haemorrhage",1,8.749672,"NHS Shetland"
"3790",2013,"S08000026","0-44 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3791",2013,"S08000026","0-44 years","All","Stroke",NA,NA,"NHS Shetland"
"3792",2013,"S08000026","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3793",2013,"S08000026","0-44 years","Male","Cerebrovascular Disease",0,0,"NHS Shetland"
"3794",2013,"S08000026","0-44 years","Male","Stroke",0,0,"NHS Shetland"
"3795",2013,"S08000026","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3796",2013,"S08000026","0-44 years","Female","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3797",2013,"S08000026","0-44 years","Female","Stroke",NA,NA,"NHS Shetland"
"3798",2013,"S08000026","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3799",2013,"S08000026","45-64 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3800",2013,"S08000026","45-64 years","All","Stroke",0,0,"NHS Shetland"
"3801",2013,"S08000026","45-64 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"3802",2013,"S08000026","45-64 years","Male","Cerebrovascular Disease",0,0,"NHS Shetland"
"3803",2013,"S08000026","45-64 years","Male","Stroke",0,0,"NHS Shetland"
"3804",2013,"S08000026","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3805",2013,"S08000026","45-64 years","Female","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3806",2013,"S08000026","45-64 years","Female","Stroke",0,0,"NHS Shetland"
"3807",2013,"S08000026","45-64 years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"3808",2013,"S08000026","65-74 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3809",2013,"S08000026","65-74 years","All","Stroke",0,0,"NHS Shetland"
"3810",2013,"S08000026","65-74 years","All","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3811",2013,"S08000026","65-74 years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3812",2013,"S08000026","65-74 years","Male","Stroke",0,0,"NHS Shetland"
"3813",2013,"S08000026","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3814",2013,"S08000026","65-74 years","Female","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3815",2013,"S08000026","65-74 years","Female","Stroke",0,0,"NHS Shetland"
"3816",2013,"S08000026","65-74 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3817",2013,"S08000026","under75 years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3818",2013,"S08000026","under75 years","All","Stroke",NA,NA,"NHS Shetland"
"3819",2013,"S08000026","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"3820",2013,"S08000026","under75 years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3821",2013,"S08000026","under75 years","Male","Stroke",0,0,"NHS Shetland"
"3822",2013,"S08000026","under75 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3823",2013,"S08000026","under75 years","Female","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3824",2013,"S08000026","under75 years","Female","Stroke",NA,NA,"NHS Shetland"
"3825",2013,"S08000026","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Shetland"
"3826",2013,"S08000026","75plus years","All","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3827",2013,"S08000026","75plus years","All","Stroke",NA,NA,"NHS Shetland"
"3828",2013,"S08000026","75plus years","All","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3829",2013,"S08000026","75plus years","Male","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3830",2013,"S08000026","75plus years","Male","Stroke",NA,NA,"NHS Shetland"
"3831",2013,"S08000026","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3832",2013,"S08000026","75plus years","Female","Cerebrovascular Disease",NA,NA,"NHS Shetland"
"3833",2013,"S08000026","75plus years","Female","Stroke",NA,NA,"NHS Shetland"
"3834",2013,"S08000026","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Shetland"
"3835",2013,"S08000028","All","All","Cerebrovascular Disease",21,76.64234,"NHS Western Isles"
"3836",2013,"S08000028","All","All","Stroke",11,40.14599,"NHS Western Isles"
"3837",2013,"S08000028","All","All","Subarachnoid Haemorrhage",2,7.29927,"NHS Western Isles"
"3838",2013,"S08000028","All","Male","Cerebrovascular Disease",10,73.96997,"NHS Western Isles"
"3839",2013,"S08000028","All","Male","Stroke",6,44.38198,"NHS Western Isles"
"3840",2013,"S08000028","All","Male","Subarachnoid Haemorrhage",1,7.396997,"NHS Western Isles"
"3841",2013,"S08000028","All","Female","Cerebrovascular Disease",11,79.24501,"NHS Western Isles"
"3842",2013,"S08000028","All","Female","Stroke",5,36.02046,"NHS Western Isles"
"3843",2013,"S08000028","All","Female","Subarachnoid Haemorrhage",1,7.204092,"NHS Western Isles"
"3844",2013,"S08000028","0-44 years","All","Cerebrovascular Disease",0,0,"NHS Western Isles"
"3845",2013,"S08000028","0-44 years","All","Stroke",0,0,"NHS Western Isles"
"3846",2013,"S08000028","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3847",2013,"S08000028","0-44 years","Male","Cerebrovascular Disease",0,0,"NHS Western Isles"
"3848",2013,"S08000028","0-44 years","Male","Stroke",0,0,"NHS Western Isles"
"3849",2013,"S08000028","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3850",2013,"S08000028","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Western Isles"
"3851",2013,"S08000028","0-44 years","Female","Stroke",0,0,"NHS Western Isles"
"3852",2013,"S08000028","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3853",2013,"S08000028","45-64 years","All","Cerebrovascular Disease",0,0,"NHS Western Isles"
"3854",2013,"S08000028","45-64 years","All","Stroke",0,0,"NHS Western Isles"
"3855",2013,"S08000028","45-64 years","All","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3856",2013,"S08000028","45-64 years","Male","Cerebrovascular Disease",0,0,"NHS Western Isles"
"3857",2013,"S08000028","45-64 years","Male","Stroke",0,0,"NHS Western Isles"
"3858",2013,"S08000028","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3859",2013,"S08000028","45-64 years","Female","Cerebrovascular Disease",0,0,"NHS Western Isles"
"3860",2013,"S08000028","45-64 years","Female","Stroke",0,0,"NHS Western Isles"
"3861",2013,"S08000028","45-64 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3862",2013,"S08000028","65-74 years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3863",2013,"S08000028","65-74 years","All","Stroke",NA,NA,"NHS Western Isles"
"3864",2013,"S08000028","65-74 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"3865",2013,"S08000028","65-74 years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3866",2013,"S08000028","65-74 years","Male","Stroke",NA,NA,"NHS Western Isles"
"3867",2013,"S08000028","65-74 years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"3868",2013,"S08000028","65-74 years","Female","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3869",2013,"S08000028","65-74 years","Female","Stroke",0,0,"NHS Western Isles"
"3870",2013,"S08000028","65-74 years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"3871",2013,"S08000028","under75 years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3872",2013,"S08000028","under75 years","All","Stroke",NA,NA,"NHS Western Isles"
"3873",2013,"S08000028","under75 years","All","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"3874",2013,"S08000028","under75 years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3875",2013,"S08000028","under75 years","Male","Stroke",NA,NA,"NHS Western Isles"
"3876",2013,"S08000028","under75 years","Male","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"3877",2013,"S08000028","under75 years","Female","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3878",2013,"S08000028","under75 years","Female","Stroke",0,0,"NHS Western Isles"
"3879",2013,"S08000028","under75 years","Female","Subarachnoid Haemorrhage",NA,NA,"NHS Western Isles"
"3880",2013,"S08000028","75plus years","All","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3881",2013,"S08000028","75plus years","All","Stroke",NA,NA,"NHS Western Isles"
"3882",2013,"S08000028","75plus years","All","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3883",2013,"S08000028","75plus years","Male","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3884",2013,"S08000028","75plus years","Male","Stroke",NA,NA,"NHS Western Isles"
"3885",2013,"S08000028","75plus years","Male","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3886",2013,"S08000028","75plus years","Female","Cerebrovascular Disease",NA,NA,"NHS Western Isles"
"3887",2013,"S08000028","75plus years","Female","Stroke",NA,NA,"NHS Western Isles"
"3888",2013,"S08000028","75plus years","Female","Subarachnoid Haemorrhage",0,0,"NHS Western Isles"
"3889",2013,"S08000030","All","All","Cerebrovascular Disease",371,90.01359,"NHS Tayside"
"3890",2013,"S08000030","All","All","Stroke",202,49.01009,"NHS Tayside"
"3891",2013,"S08000030","All","All","Subarachnoid Haemorrhage",9,2.183618,"NHS Tayside"
"3892",2013,"S08000030","All","Male","Cerebrovascular Disease",140,70.0007,"NHS Tayside"
"3893",2013,"S08000030","All","Male","Stroke",79,39.5004,"NHS Tayside"
"3894",2013,"S08000030","All","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"3895",2013,"S08000030","All","Female","Cerebrovascular Disease",231,108.8791,"NHS Tayside"
"3896",2013,"S08000030","All","Female","Stroke",123,57.97457,"NHS Tayside"
"3897",2013,"S08000030","All","Female","Subarachnoid Haemorrhage",9,4.242041,"NHS Tayside"
"3898",2013,"S08000030","0-44 years","All","Cerebrovascular Disease",1,0.459891,"NHS Tayside"
"3899",2013,"S08000030","0-44 years","All","Stroke",1,0.459891,"NHS Tayside"
"3900",2013,"S08000030","0-44 years","All","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"3901",2013,"S08000030","0-44 years","Male","Cerebrovascular Disease",1,0.91856,"NHS Tayside"
"3902",2013,"S08000030","0-44 years","Male","Stroke",1,0.91856,"NHS Tayside"
"3903",2013,"S08000030","0-44 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"3904",2013,"S08000030","0-44 years","Female","Cerebrovascular Disease",0,0,"NHS Tayside"
"3905",2013,"S08000030","0-44 years","Female","Stroke",0,0,"NHS Tayside"
"3906",2013,"S08000030","0-44 years","Female","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"3907",2013,"S08000030","45-64 years","All","Cerebrovascular Disease",14,12.43726,"NHS Tayside"
"3908",2013,"S08000030","45-64 years","All","Stroke",8,7.107005,"NHS Tayside"
"3909",2013,"S08000030","45-64 years","All","Subarachnoid Haemorrhage",3,2.665127,"NHS Tayside"
"3910",2013,"S08000030","45-64 years","Male","Cerebrovascular Disease",8,14.55472,"NHS Tayside"
"3911",2013,"S08000030","45-64 years","Male","Stroke",5,9.096698,"NHS Tayside"
"3912",2013,"S08000030","45-64 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
"3913",2013,"S08000030","45-64 years","Female","Cerebrovascular Disease",6,10.41667,"NHS Tayside"
"3914",2013,"S08000030","45-64 years","Female","Stroke",3,5.208333,"NHS Tayside"
"3915",2013,"S08000030","45-64 years","Female","Subarachnoid Haemorrhage",3,5.208333,"NHS Tayside"
"3916",2013,"S08000030","65-74 years","All","Cerebrovascular Disease",43,97.90528,"NHS Tayside"
"3917",2013,"S08000030","65-74 years","All","Stroke",21,47.81421,"NHS Tayside"
"3918",2013,"S08000030","65-74 years","All","Subarachnoid Haemorrhage",2,4.553734,"NHS Tayside"
"3919",2013,"S08000030","65-74 years","Male","Cerebrovascular Disease",20,96.05225,"NHS Tayside"
"3920",2013,"S08000030","65-74 years","Male","Stroke",13,62.43396,"NHS Tayside"
"3921",2013,"S08000030","65-74 years","Male","Subarachnoid Haemorrhage",0,0,"NHS Tayside"
